Rank,Year,Artist,Song1,Chart_Year
295,1975,Barry Manilow,It's A Miracle,1979
296,1972,Gilbert O'Sullivan,Alone Again (Naturally),1979
297,1963,The Dave Clark Five,Glad All Over,1979
298,1965,Simon And Garfunkel,The Sounds Of Silence,1979
299,1962,Neil Sedaka,Breaking Up Is Hard To Do,1979
300,1964,The Ronettes,Walking In The Rain,1979
251,1974,Neil Sedaka,Endlessly,1979
252,1968,The Delfonics,Can't Get Over Losing You,1979
253,1978,Billy Joel,52nd Street,1979
254,1965,The Toys,This Night,1979
255,1965,The Beach Boys,Let Him Run Wild,1979
256,1957,Paul Anka,When I Stop Loving You (That'll Be The Day),1979
257,1970,The Beatles,You Know My Name (Look Up My Number),1979
258,1979,Bee Gees,I'm Satisfied,1979
259,1964,The Temptations,(Talking 'Bout) Nobody But My Baby,1979
260,1967,The Beatles,Penny Lane,1979
261,1974,Paul Anka,Papa,1979
262,1973,Jim Croce,Hard Time Losin' Man,1979
263,1958,Jackie Wilson,In The Blue Of Evening,1979
264,1968,Elvis Presley,Edge Of Reality,1979
265,1962,Ray Charles,Born To Lose,1979
266,1964,The Beach Boys,Don't Worry Baby,1979
267,1960,Brenda Lee,Thats All You Gotta Do,1979
268,1960,Dion,Little Miss Blue,1979
269,1975,Morris Albert,This World Today Is A Mess,1979
270,1973,Billy Joel,You're My Home,1979
271,1968,Richard Harris,Didn't We,1979
272,1958,Big Bopper,Purple People Eater Meets Witch Doctor,1979
273,1958,Buddy Holly,Take Your Time,1979
274,1957,The Dell-Vikings,How Can I Find True Love,1979
275,1958,The Everly Brothers,Claudette,1979
276,1963,Four Seasons,Marlena,1979
277,1978,Melissa Manchester,We Had This Time,1979
278,1970,Freda Payne,The Easiest Way To Fall,1979
279,1969,Jay And The Americans,(I'd Kill) For The Love Of A Lady,1979
280,1970,Carpenters,All Of My Life,1979
281,1958,Dion And The Belmonts,Teen Angel,1979
282,1978,Olivia Newton-John,Love Is A Many Splendored Thing (Instrumental),1979
283,1964,"The 4 Seasons Featuring The ""Sound"" Of Frankie Valli",Silence Is Golden,1979
284,1954,"Elvis Presley, Scotty And Bill",Blue Moon Of Kentucky,1979
285,1968,Tommy James And The Shondells,Some Kind Of Love,1979
286,1969,Chicago,Poem 58,1979
287,1967,Four Tops,I Got A Feeling,1979
288,1964,Petula Clark,You'd Better Love Me,1979
289,1968,Otis Redding,Sweet Lorene,1979
290,1965,The Righteous Brothers,Unchained Melody,1979
291,1968,Marvin Gaye,You're What's Happening (In The World Today),1979
292,1959,The Shirelles,Look A Here Baby,1979
293,1971,Derek And The Dominos,I Am Yours,1979
294,1964,The Beatles,If I Fell,1979
295,1975,Barry Manilow,One Of These Days,1979
296,1972,Gilbert O'Sullivan,Save It,1979
297,1963,The Dave Clark Five,I Know You,1979
298,1965,Simon And Garfunkel,We've Got A Groovey Thing Goin',1979
299,1962,Neil Sedaka,As Long As I Live,1979
300,1964,The Ronettes,How Does It Feel?,1979
301,1968,Stevie Wonder,For Once In My Life,1979
302,1977,Linda Ronstadt,Blue Bayou,1979
303,1964,The Beach Boys,"Fun, Fun, Fun",1979
304,1958,Jimmy Clanton And His Rockets,You Aim To Please,1979
305,1969,The 5th Dimension,Medle,1979
306,1976,Chicago,If You Leave Me Now,1979
307,1978,Barry Manilow,Somewhere In The Night,1979
308,1960,Neil Sedaka,Calendar Girl,1979
309,1975,The Four Seasons,"December, 1963 (Oh, What A Night)",1979
310,1958,The Flamingos,Lovers Never Say Goodbye,1979
311,1971,"Sammy Davis, Jr.",The Candy Man,1979
312,1963,Lesley Gore,You Don't Own Me,1979
313,1968,Diana Ross And The Supremes,Love Child,1979
314,1957,The Charts,Deserie,1979
315,1962,Beach Boys,Surfin' Safari,1979
316,1971,James Taylor,You've Got A Friend,1979
317,1965,The Beatles,Ticket To Ride,1979
318,1957,The Five Satins,To The Aisle,1979
319,1958,The Platters,Twilight Time,1979
320,1965,Sonny And Cher,I Got You Babe,1979
321,1966,? (Question Mark) And The Mysterians,96 Tears,1979
322,1960,Roy Orbison,Only The Lonely (Know The Way I Feel),1979
323,1964,Barbra Streisand,I Am Woman,1979
324,1979,Wings,Goodnight Tonight,1979
325,1966,The Beach Boys,Sloop John B,1979
326,1954,The Moonglows,Sincerely,1979
327,1965,Petula Clark,My Love,1979
328,1978,Meat Loaf,Two Out Of Three Ain't Bad,1979
329,1965,The Beatles,We Can Work It Out,1979
330,1962,Jay And The Americans,Dawning,1979
331,1966,The Supremes,You Keep Me Hangin' On,1979
332,1976,George Benson,This Masquerade,1979
333,1968,Gary Puckett And The Union Gap,Lady Willpower,1979
334,1971,Nilsson,Without You,1979
335,1957,Lee Andrews And The Hearts,Teardrops,1979
336,1961,The Tokens,The Lion Sleeps Tonight,1979
337,1970,The Beatles,The Long And Winding Road,1979
338,1965,The Supremes,I Hear A Symphony,1979
339,1958,The Fascinators,Chapel Bells,1979
340,1963,Bobby Rydell,Forget Him,1979
341,1965,The McCoys,Hang On Sloopy,1979
342,1959,The Coasters,Charlie Brown,1979
343,1969,Diana Ross And The Supremes,Someday We'll Be Together,1979
344,1975,Barry Manilow,Could It Be Magic,1979
345,1966,Los Bravos,Black Is Black,1979
346,1972,Bette Midler,Do You Want To Dance?,1979
347,1978,Andy Gibb,An Everlasting Love,1979
348,1970,Carpenters,(They Long To Be) Close To You,1979
349,1968,The Association,Everything That Touches You,1979
350,1958,Harvey And The Moonglows,Ten Commandments Of Love,1979
301,1968,Stevie Wonder,Angie Girl,1979
302,1977,Linda Ronstadt,Old Paint,1979
303,1964,The Beach Boys,Why Do Fools Fall In Love,1979
304,1958,Jimmy Clanton And His Rockets,Just A Dream,1979
305,1969,The 5th Dimension,Aquarius / Let The Sunshine In (The Flesh Failures)B,1979
306,1976,Chicago,Together Again,1979
307,1978,Barry Manilow,Leavin' In The Morning,1979
308,1960,Neil Sedaka,The Same Old Fool,1979
309,1975,The Four Seasons,Slip Away,1979
310,1958,The Flamingos,That Love Is You,1979
311,1971,"Sammy Davis, Jr.",I Want To Be Happy,1979
312,1963,Lesley Gore,"Run Bobby, Run",1979
313,1968,Diana Ross And The Supremes,Will This Be The Day,1979
314,1957,The Charts,Zoop,1979
315,1962,Beach Boys,409,1979
316,1971,James Taylor,You Can Close Your Eyes,1979
317,1965,The Beatles,Yes It Is,1979
318,1957,The Five Satins,Wish I Had My Baby,1979
319,1958,The Platters,Out Of My Mind,1979
320,1965,Sonny And Cher,It's Gonna Rain,1979
321,1966,? (Question Mark) And The Mysterians,Midnight Hour,1979
322,1960,Roy Orbison,Here Comes That Song Again,1979
323,1964,Barbra Streisand,People,1979
324,1979,Wings,Daytime Nightime Suffering,1979
325,1966,The Beach Boys,You're So Good To Me,1979
326,1954,The Moonglows,Tempting,1979
327,1965,Petula Clark,Where Am I Going,1979
328,1978,Meat Loaf,For Crying Out Loud,1979
329,1965,The Beatles,Day Tripper,1979
330,1962,Jay And The Americans,She Cried,1979
331,1966,The Supremes,Remove This Doubt,1979
332,1976,George Benson,Lady,1979
333,1968,Gary Puckett And The Union Gap,Daylight Stranger,1979
334,1971,Nilsson,Gotta Get Up,1979
335,1957,Lee Andrews And The Hearts,The Girl Around The Corner,1979
336,1961,The Tokens,Tina,1979
337,1970,The Beatles,For You Blue,1979
338,1965,The Supremes,Who Could Ever Doubt My Love,1979
339,1958,The Fascinators,I Wonder Who,1979
340,1963,Bobby Rydell,"Love, Love Go Away",1979
341,1965,The McCoys,I Can't Explain It,1979
342,1959,The Coasters,Three Cool Cats,1979
343,1969,Diana Ross And The Supremes,He's My Sunny Boy,1979
344,1975,Barry Manilow,I Am Your Child,1979
345,1966,Los Bravos,I Want A Name,1979
346,1972,Bette Midler,Superstar,1979
347,1978,Andy Gibb,Flowing Rivers,1979
348,1970,Carpenters,I Kept On Loving You,1979
349,1968,The Association,We Love Us,1979
350,1958,Harvey And The Moonglows,Mean Old Blues,1979
351,1967,Petula Clark,This Is My Song,1979
352,1969,Stevie Wonder,I Don't Know Why I Love You,1979
353,1965,The Rolling Stones,Get Off Of My Cloud,1979
354,1966,The Righteous Brothers,(You're My) Soul And Inspiration,1979
355,1965,Four Tops,I Can't Help Myself,1979
356,1978,"John Travolta, Olivia Newton-John And Cast",Summer NightsLouis St. Louis,1979
357,1961,Barbara George,I Know (You Don't Love Me No More),1979
358,1961,The Paris Sisters,I Love How You Love Me,1979
359,1967,The 4 Seasons,C'mon Marianne,1979
360,1978,Alicia Bridges,I Love The Nightlife (Disco 'Round),1979
361,1976,Kenny Nolan,I Like Dreamin',1979
362,1963,Dusty Springfield,I Only Want To Be With You,1979
363,1963,The Drifters,On Broadway,1979
364,1964,Mary Wells,My Guy,1979
365,1964,Little Anthony And The Imperials,Goin' Out Of My Head,1979
366,1969,Zager And Evans,In The Year 2525 (Exordium & Terminus),1979
367,1963,The Angels,My Boyfriend's Back,1979
368,1967,Neil Diamond,Kentucky Woman,1979
369,1959,Wilbert Harrison,Kansas City,1979
370,1968,Bobby Goldsboro,Honey,1979
371,1956,Patience And Prudence,Gonna Get Along Without Ya Now,1979
372,1956,The Channels,The Closer You Are,1979
373,1957,Jerry Lee Lewis And His Pumping Piano,Great Balls Of Fire,1979
374,1961,Roy Orbison,Crying,1979
375,1962,The Crystals,He's A Rebel,1979
376,1965,The Mama's And The Papa's,California Dreamin',1979
377,1958,Buddy Holly,Heartbeat,1979
378,1967,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,1979
379,1971,Neil Diamond,I Am... I Said,1979
380,1968,B. J. Thomas,Hooked On A Feeling,1979
381,1977,Eagles,Hotel California,1979
382,1962,Marcie Blane,Bobby's Girl,1979
383,1974,Carly Simon,Haven't Got Time For The Pain,1979
384,1957,Elvis Presley,All Shook Up,1979
385,1978,Kansas,Dust In The Wind,1979
386,1959,The Crests,The Angels Listened In,1979
387,1967,Tommy James And The Shondells,I Think We're Alone Now,1979
388,1963,The Beach Boys,Be True To Your School,1979
389,1965,The 4 Seasons,"Bye, Bye, Baby (Baby, Goodbye)",1979
390,1957,Johnny Mathis,It's Not For Me To Say,1979
391,1959,The Dubs,Chapel Of Dreams,1979
392,1969,Neil Diamond,Brother Love's Travelling Salvation Show,1979
393,1967,The Young Rascals,Groovin',1979
394,1958,The Monotones,Book Of Love,1979
395,1964,The Beach Boys,I Get Around,1979
396,1967,Soul Survivors,Expressway To Your Heart,1979
397,1959,The Fireflies,You Were Mine,1979
398,1961,Ernie K-Doe,Mother-In-Law,1979
399,1963,Bobby Vinton,There! I've Said It Again,1979
400,1969,Classics IV Featuring Dennis Yost,Traces,1979
351,1967,Petula Clark,High,1979
352,1969,Stevie Wonder,My Cherie Amour,1979
353,1965,The Rolling Stones,I'm Free,1979
354,1966,The Righteous Brothers,B Side Blues,1979
355,1965,Four Tops,Sad Souvenirs,1979
356,1978,"John Travolta, Olivia Newton-John And Cast",Rock 'n' Roll Party Queen,1979
357,1961,Barbara George,Love (Is Just A Chance You Take),1979
358,1961,The Paris Sisters,All Through The Night,1979
359,1967,The 4 Seasons,Let's Ride Again,1979
360,1978,Alicia Bridges,Self Applause,1979
361,1976,Kenny Nolan,Time Ain't Time Enough,1979
362,1963,Dusty Springfield,Once Upon A Time,1979
363,1963,The Drifters,Let The Music Play,1979
364,1964,Mary Wells,Oh Little Boy (What Did You Do To Me),1979
365,1964,Little Anthony And The Imperials,Make It Easy On Yourself,1979
366,1969,Zager And Evans,Little Kids,1979
367,1963,The Angels,(Love Me) Now,1979
368,1967,Neil Diamond,The Time Is Now,1979
369,1959,Wilbert Harrison,"Listen, My Darling",1979
370,1968,Bobby Goldsboro,Danny,1979
371,1956,Patience And Prudence,The Money Tree,1979
372,1956,The Channels,Now You Know (I Love You So),1979
373,1957,Jerry Lee Lewis And His Pumping Piano,You Win Again,1979
374,1961,Roy Orbison,Candy Man,1979
375,1962,The Crystals,I Love You Eddie,1979
376,1965,The Mama's And The Papa's,Somebody Groovy,1979
377,1958,Buddy Holly,Well....All Right,1979
378,1967,Jackie Wilson,I'm The One To Do It,1979
379,1971,Neil Diamond,Done Too Soon,1979
380,1968,B. J. Thomas,I've Been Down This Road Before,1979
381,1977,Eagles,Pretty Maids All In A Row,1979
382,1962,Marcie Blane,A Time To Dream,1979
383,1974,Carly Simon,Mind On My Man,1979
384,1957,Elvis Presley,That's When Your Heartaches Begin,1979
385,1978,Kansas,Paradox,1979
386,1959,The Crests,I Thank The Moon,1979
387,1967,Tommy James And The Shondells,"Gone, Gone, Gone.",1979
388,1963,The Beach Boys,In My Room,1979
389,1965,The 4 Seasons,Searching Wind,1979
390,1957,Johnny Mathis,Warm and Tender,1979
391,1959,The Dubs,Is There A Love For Me,1979
392,1969,Neil Diamond,A Modern Day Version Of Love,1979
393,1967,The Young Rascals,Sueño,1979
394,1958,The Monotones,You Never Loved Me,1979
395,1964,The Beach Boys,Don't Worry Baby,1979
396,1967,Soul Survivors,Hey Gyp,1979
397,1959,The Fireflies,Stella Got A Fella,1979
398,1961,Ernie K-Doe,"Wanted, $10,000.00 Reward",1979
399,1963,Bobby Vinton,The Girl With The Bow In Her Hair,1979
400,1969,Classics IV Featuring Dennis Yost,"Mary, Mary Row Your Boat",1979
401,1957,The Everly Brothers,Wake Up Little Susie,1979
402,1958,Ed Townsend,For Your Love,1979
403,1973,Diana Ross,Touch Me In The Morning,1979
404,1970,The Supremes,Stoned Love,1979
405,1978,Billy Joel,Movin' Out (Anthony's Song),1979
406,1968,The Vogues,"Turn Around, Look At Me",1979
407,1958,Paul Anka,(All Of A Sudden) My Heart Sings,1979
408,1974,Barry White,"You're The First, The Last, My Everything",1979
409,1968,Simon And Garfunkel,Scarborough Fair (/Canticle),1979
410,1970,George Harrison,My Sweet Lord,1979
411,1965,The Supremes,My World Is Empty Without You,1979
412,1975,Judy Collins,Send In The Clowns,1979
413,1958,The Teddy Bears,"To Know Him, Is To Love Him",1979
414,1964,The Beatles,She Loves You,1979
415,1976,Rod Stewart,Tonight's The Night (Gonna Be Alright),1979
416,1957,The Coasters,Searchin',1979
417,1964,The 4 Seasons,Big Man In Town,1979
418,1975,America,Sister Golden Hair,1979
419,1970,Neil Diamond,Shilo,1979
420,1977,Bee Gees,Stayin' Alive,1979
421,1977,Glen Campbell,Southern Nights,1979
422,1966,The Lovin' Spoonful,Summer In The City,1979
423,1966,Bobby Hebb,Sunny,1979
424,1966,The Walker Bros.,The Sun Ain't Gonna Shine (Anymore),1979
425,1958,Chuck Berry,Sweet Little Sixteen,1979
426,1978,Barry Manilow,Ready To Take A Chance Again,1979
427,1961,The Corsairs,Smoky Places,1979
428,1962,Freddy Cannon,Palisades Park,1979
429,1961,Bobby Vee,Run To Him,1979
430,1960,The Drifters,Save The Last Dance For Me,1979
431,1957,Little Joe And The Thrillers,Peanuts,1979
432,1960,Steve Lawrence,Portrait Of My Love,1979
433,1971,Cat Stevens,Peace Train,1979
434,1972,Anne Murray,Danny's Song,1979
435,1968,Creedence Clearwater Revival,Proud Mary,1979
436,1980,Bee Gees,Night Fever,1979
437,1976,Lou Rawls,You'll Never Find Another Love Like Mine,1979
438,1963,The 4 Seasons,Walk Like A Man,1979
439,1961,Ricky Nelson,Travelin' Man,1979
440,1975,The Blackbyrds,Walking In Rhythm,1979
441,1966,Jimmy Ruffin,What Becomes Of The Brokenhearted,1979
442,1967,The Turtles,Happy Together,1979
443,1966,Janis Ian,Society's Child (Baby I've Been Thinking),1979
444,1957,The Dubs,Don't Ask Me (To Be Lonely),1979
445,1976,David Soul,Don't Give Up On Us,1979
446,1965,Billy Joe Royal,Down In The Boondocks,1979
447,1973,The Rolling Stones,Angie,1979
448,1965,Sam The Sham And The Pharaohs,Wooly Bully,1979
449,1967,The Union Gap Featuring Gary Puckett,"Woman, Woman",1979
450,1974,The Hollies,The Air That I Breathe,1979
401,1957,The Everly Brothers,Maybe Tomorrow,1979
402,1958,Ed Townsend,Over And Over Again,1979
403,1973,Diana Ross,I Won't Last A Day Without You,1979
404,1970,The Supremes,Shine On Me,1979
405,1978,Billy Joel,Everybody Has A Dream,1979
406,1968,The Vogues,Then,1979
407,1958,Paul Anka,That's Love,1979
408,1974,Barry White,"More Than Anything, You're My Everything",1979
409,1968,Simon And Garfunkel,April Come She Will,1979
410,1970,George Harrison,Isn't It A Pity,1979
411,1965,The Supremes,Everything Is Good About You,1979
412,1975,Judy Collins,Houses,1979
413,1958,The Teddy Bears,Don't You Worry My Little Pet,1979
414,1964,The Beatles,I'll Get You,1979
415,1976,Rod Stewart,Fool For You,1979
416,1957,The Coasters,Young Blood,1979
417,1964,The 4 Seasons,Little Angel,1979
418,1975,America,Midnight,1979
419,1970,Neil Diamond,La Bamba,1979
420,1977,Bee Gees,If I Can't Have You,1979
421,1977,Glen Campbell,William Tell Overture,1979
422,1966,The Lovin' Spoonful,Butchie's Tune,1979
423,1966,Bobby Hebb,Bread,1979
424,1966,The Walker Bros.,After The Lights Go Out,1979
425,1958,Chuck Berry,Reelin And Rocking,1979
426,1978,Barry Manilow,Sweet Life,1979
427,1961,The Corsairs,Thinkin' (Maybe She's Changed Her Ways),1979
428,1962,Freddy Cannon,"June, July, And August",1979
429,1961,Bobby Vee,Walkin' With My Angel,1979
430,1960,The Drifters,Nobody But Me,1979
431,1957,Little Joe And The Thrillers,Lilly Lou,1979
432,1960,Steve Lawrence,Oh How You Lied,1979
433,1971,Cat Stevens,Where Do The Children Play,1979
434,1972,Anne Murray,Drown Me,1979
435,1968,Creedence Clearwater Revival,Born On The Bayou,1979
436,1980,Bee Gees,More Than A Woman,1979
437,1976,Lou Rawls,Let's Fall In Love All Over Again,1979
438,1963,The 4 Seasons,Lucky Ladybug,1979
439,1961,Ricky Nelson,Hello Mary Lou,1979
440,1975,The Blackbyrds,The Baby,1979
441,1966,Jimmy Ruffin,Baby I've Got It,1979
442,1967,The Turtles,Like The Seasons,1979
443,1966,Janis Ian,Letter To Jon,1979
444,1957,The Dubs,Darling,1979
445,1976,David Soul,Black Bean Soup,1979
446,1965,Billy Joe Royal,"Oh, What A Night",1979
447,1973,The Rolling Stones,Silver Train,1979
448,1965,Sam The Sham And The Pharaohs,Ain't Gonna Move,1979
449,1967,The Union Gap Featuring Gary Puckett,Don't Make Promises,1979
450,1974,The Hollies,No More Riders,1979
451,1958,Fats Domino,Whole Lotta Loving,1979
452,1972,Don McLean,Vincent,1979
453,1959,Ray Charles And His Orchestra,What'd I Say (Part 1),1979
454,1961,Little Caesar And The Romans,Those Oldies But Goodies (Remind Me Of You)The Romans,1979
455,1967,Paul Mauriat And His Orchestra,Love Is Blue (L'Amour Est Bleu),1979
456,1958,Cozy Cole,Topsy I,1979
457,1956,"Elvis PresleyELVIS, Volume 1A",Rip It UpA,1979
458,1973,Love Unlimited Orchestra,Love's Theme,1979
459,1971,Rod Stewart,Reason To Believe,1979
460,1978,Andy Gibb,Shadow Dancing,1979
461,1969,The Flying Machine,Smile A Little Smile For Me,1979
462,1964,Patty And The Emblems,"Mixed-Up, Shook-Up, Girl",1979
463,1958,Elvis Presley With The Jordanaires,Wear My Ring Around Your Neck,1979
464,1960,Maurice Williams And The Zodiacs,Stay,1979
465,1959,Jackie Wilson,That's Why (I Love You So),1979
466,1963,The Crystals,Then He Kissed Me,1979
467,1965,The Supremes,Stop! In The Name Of Love,1979
468,1979,Suzi Quatro And Chris Norman,Stumblin' In,1979
469,1967,The Young Rascals,How Can I Be Sure,1979
470,1964,Gary Lewis And The Playboys,This Diamond Ring,1979
471,1956,Little Richard And His Band,Rip It Up,1979
472,1959,Paul Anka,Lonely Boy,1979
473,1970,Barbra Streisand,Stoney End,1979
474,1959,Johnny Mathis,Misty,1979
475,1974,The Hues Corporation,Rock The Boat,1979
476,1974,Frankie Valli,My Eyes Adored You,1979
477,1956,Chuck Berry And His Combo,Roll Over Beethoven,1979
478,1973,Paul McCartney And Wings,My Love,1979
479,1959,The Coasters,Poison Ivy,1979
480,1958,Ricky Nelson,Poor Little Fool,1979
481,1958,The Shields,You Cheated,1979
482,1954,Johnny Ace,Pledging My Love,1979
483,1963,"Peter, Paul And Mary",Puff,1979
484,1973,Roberta Flack,Killing Me Softly With His Song,1979
485,1978,Chuck Mangione,Feels So Good,1979
486,1974,Paper Lace,The Night Chicago Died,1979
487,1962,Dion,Love Came To Me,1979
488,1976,Captain And Tennille,Lonely Night (Angel Face),1979
489,1972,The Hollies,Long Cool Woman (In A Black Dress),1979
490,1961,Chubby Checker,Let's Twist Again,1979
491,1961,Don And Juan,What's Your Name,1979
492,1959,Jan And Dean,Baby Talk,1979
493,1961,Connie Francis,Where The Boys Are,1979
494,1956,Shirley And Lee,Let The Good Times Roll,1979
495,1972,Daniel Boone,Beautiful Sunday,1979
496,1963,Jay And The Americans,Only In America,1979
497,1965,Four Tops,It's The Same Old Song,1979
451,1958,Fats Domino,Coquette,1979
452,1972,Don McLean,Castles In The Air,1979
453,1959,Ray Charles And His Orchestra,What'd I Say (Part 2),1979
454,1961,Little Caesar And The Romans,She Don't Wanna Dance (No More),1979
455,1967,Paul Mauriat And His Orchestra,Alone In The World (Seuls Au Monde),1979
456,1958,Cozy Cole,Topsy II,1979
457,1956,"Elvis PresleyELVIS, Volume 1A",Love MeB1,1979
458,1973,Love Unlimited Orchestra,Sweet Moments,1979
459,1971,Rod Stewart,Maggie May,1979
460,1978,Andy Gibb,Let It Be Me,1979
461,1969,The Flying Machine,Maybe We've Been Loving Too Long,1979
462,1964,Patty And The Emblems,Ordinary Guy,1979
463,1958,Elvis Presley With The Jordanaires,Doncha' Think It's Time,1979
464,1960,Maurice Williams And The Zodiacs,Do You Believe,1979
465,1959,Jackie Wilson,Love Is All,1979
466,1963,The Crystals,Brother Julius,1979
467,1965,The Supremes,I'm In Love Again,1979
468,1979,Suzi Quatro And Chris Norman,A Stranger To Paradise,1979
469,1967,The Young Rascals,I'm So Happy Now,1979
470,1964,Gary Lewis And The Playboys,Tijuana Wedding,1979
471,1956,Little Richard And His Band,Ready Teddy,1979
472,1959,Paul Anka,Your Love,1979
473,1970,Barbra Streisand,I'll Be Home,1979
474,1959,Johnny Mathis,The Story Of Our Love,1979
475,1974,The Hues Corporation,All Goin' Down Together,1979
476,1974,Frankie Valli,Watch Where You Walk,1979
477,1956,Chuck Berry And His Combo,Drifting Heart,1979
478,1973,Paul McCartney And Wings,The Mess,1979
479,1959,The Coasters,I'm A Hog For You,1979
480,1958,Ricky Nelson,Don't Leave Me This Way,1979
481,1958,The Shields,That's The Way It's Gonna Be,1979
482,1954,Johnny Ace,No Money,1979
483,1963,"Peter, Paul And Mary",Pretty Mary,1979
484,1973,Roberta Flack,Just Like A Woman,1979
485,1978,Chuck Mangione,Maui-Waui,1979
486,1974,Paper Lace,Can You Get It When You Want It,1979
487,1962,Dion,Little Girl,1979
488,1976,Captain And Tennille,Smile For Me One More Time,1979
489,1972,The Hollies,Look What We've Got,1979
490,1961,Chubby Checker,Everything's Gonna' Be All Right,1979
491,1961,Don And Juan,Chicken Necks,1979
492,1959,Jan And Dean,"Jeanette, Get Your Hair Done",1979
493,1961,Connie Francis,No One,1979
494,1956,Shirley And Lee,Do You Mean To Hurt Me So,1979
495,1972,Daniel Boone,Truly Julie,1979
496,1963,Jay And The Americans,My Clair De Lune,1979
497,1965,Four Tops,Your Love Is Amazing,1979
